Difficulty,Distance,elevation_gain,route_type,hiking,views,nature trips,walking,birding,wild flowers,forest,wildlife,trail running,dogs on leash,kid friendly,mountain biking,lake,dog friendly,river,horseback riding,no dogs,camping,snowshoeing,backpacking,waterfall,fishing,off road driving,cross country skiing,scenic driving,rock climbing,road biking,wheelchair friendly,skiing,historic site,cave,city walk,paddle sports,hot springs,rails trails,beach
MODERATE,11.8,1118,Point to Point,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,6.6,1610,Loop,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,3.6,593,Out & Back,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
HARD,11.3,2047,Out & Back,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,18.7,5925,Out & Back,yes,yes,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,9.0,1604,Loop,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,3.9,72,Out & Back,yes,no,no,yes,no,yes,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,11.1,603,Out & Back,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
EASY,2.6,413,Loop,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,1.6,19,Loop,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,1.1,68,Out & Back,yes,yes,no,yes,no,yes,no,no,no,yes,no,yes,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,1.7,26,Loop,yes,no,no,yes,no,no,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
MODERATE,3.9,544,Loop,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,6.2,1745,Out & Back,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,8.0,2532,Out & Back,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
HARD,3.7,964,Out & Back,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,2.2,308,Out & Back,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,8.1,2171,Loop,no,yes,yes,no,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
MODERATE,5.9,1624,Out & Back,yes,yes,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,7.3,816,Loop,no,yes,yes,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,13.5,2755,Out & Back,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,2.5,718,Out & Back,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,6.2,1007,Loop,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,3.5,797,Loop,yes,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,0.5,62,Loop,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
HARD,8.8,3231,Out & Back,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,7.9,800,Loop,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,9.6,807,Loop,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,10.7,1354,Out & Back,yes,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,1.4,22,Loop,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,7.2,2703,Out & Back,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,4.9,1700,Out & Back,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,7.8,1761,Out & Back,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,11.5,823,Out & Back,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,8.6,2395,Loop,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,5.0,423,Out & Back,no,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,1.8,482,Loop,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
MODERATE,3.0,600,Loop,yes,yes,no,yes,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,2.0,269,Loop,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,1.1,357,Loop,yes,yes,yes,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,5.6,1499,Out & Back,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,2.6,820,Out & Back,yes,yes,no,yes,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,3.0,583,Loop,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,4.0,475,Loop,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,6.3,1151,Out & Back,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
HARD,29.7,5364,Out & Back,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
HARD,9.9,4002,Loop,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,9.7,2841,Out & Back,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,10.4,1863,Out & Back,yes,yes,no,no,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
HARD,14.6,2883,Out & Back,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no
EASY,1.3,26,Loop,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,3.3,521,Loop,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,12.8,2687,Out & Back,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
HARD,12.2,3690,Out & Back,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes,no,yes,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,5.5,1069,Out & Back,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,10.7,436,Out & Back,no,yes,no,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
HARD,20.5,5160,Loop,yes,yes,no,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
HARD,1.3,1145,Out & Back,yes,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,11.9,2273,Loop,yes,yes,yes,yes,yes,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,1.0,85,Loop,yes,yes,no,yes,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,9.0,1788,Out & Back,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
EASY,3.8,583,Out & Back,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,1.5,505,Out & Back,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no
MODERATE,11.4,1092,Loop,yes,yes,no,yes,yes,no,no,yes,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no
MODERATE,3.9,679,Out & Back,yes,yes,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,4.1,449,Loop,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,4.6,275,Out & Back,yes,yes,no,no,no,no,yes,yes,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,3.1,593,Out & Back,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,12.7,3090,Out & Back,yes,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,10.2,2949,Out & Back,no,yes,yes,yes,yes,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,1.8,183,Loop,yes,no,no,yes,no,no,yes,yes,yes,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,1.7,193,Out & Back,yes,yes,yes,yes,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,5.8,2706,Out & Back,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,14.8,291,Point to Point,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
EASY,0.7,32,Loop,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,0.9,249,Loop,yes,yes,yes,yes,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
EASY,4.6,1656,Out & Back,yes,yes,yes,yes,yes,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,13.8,2247,Out & Back,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,5.5,1259,Out & Back,yes,yes,yes,yes,yes,no,no,no,no,no,yes,yes,yes,yes,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
HARD,14.0,2828,Point to Point,yes,yes,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,0.6,0,Loop,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
EASY,3.3,259,Out & Back,yes,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
HARD,12.6,4468,Out & Back,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
MODERATE,2.3,236,Out & Back,yes,yes,yes,yes,yes,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,3.4,1446,Out & Back,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,5.9,1250,Loop,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,2.8,393,Loop,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
HARD,3.6,1486,Loop,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
HARD,5.5,1043,Loop,yes,yes,no,no,no,no,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
HARD,8.8,1938,Out & Back,yes,no,no,no,no,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,2.2,544,Loop,yes,yes,no,no,no,yes,no,yes,no,no,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no
EASY,4.1,272,Out & Back,yes,no,yes,yes,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,6.8,1089,Out & Back,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,7.9,784,Loop,yes,yes,no,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
HARD,6.3,2129,Out & Back,yes,yes,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,2.2,324,Out & Back,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,1.7,45,Loop,yes,no,no,yes,no,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,6.9,272,Out & Back,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no
MODERATE,9.8,1699,Loop,yes,no,no,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
HARD,22.6,6709,Loop,yes,yes,no,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
HARD,16.7,5239,Out & Back,yes,yes,yes,no,yes,yes,yes,no,yes,no,no,yes,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,1.0,16,Loop,yes,yes,yes,yes,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
EASY,4.6,213,Out & Back,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,7.8,341,Out & Back,yes,yes,no,yes,yes,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,9.0,1624,Out & Back,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
HARD,8.8,3238,Out & Back,yes,yes,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,13.8,3507,Point to Point,yes,yes,yes,yes,yes,no,no,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,9.1,1725,Loop,yes,yes,no,no,yes,yes,yes,yes,yes,no,no,yes,no,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
EASY,1.1,55,Out & Back,yes,no,no,yes,no,yes,no,yes,yes,no,yes,no,yes,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,2.7,173,Loop,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,2.8,170,Out & Back,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,yes,yes,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no
HARD,17.9,3290,Point to Point,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
HARD,5.9,1053,Out & Back,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
EASY,0.5,118,Out & Back,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
HARD,6.0,1479,Out & Back,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,3.3,193,Loop,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,2.8,557,Out & Back,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,1.6,154,Loop,yes,yes,no,no,no,no,yes,yes,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,1.0,101,Loop,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,1.4,49,Out & Back,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,5.0,859,Point to Point,yes,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,6.9,1837,Loop,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
EASY,1.9,423,Out & Back,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,4.4,633,Out & Back,yes,no,no,no,no,no,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,9.0,1948,Loop,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,5.5,446,Out & Back,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,5.5,577,Out & Back,yes,yes,no,yes,no,yes,yes,yes,yes,no,no,yes,no,yes,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,4.0,593,Loop,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no
EASY,14.4,1968,Out & Back,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,1.5,170,Loop,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,10.5,2165,Out & Back,yes,yes,no,yes,yes,yes,no,yes,no,yes,no,yes,yes,no,no,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
EASY,7.7,1181,Out & Back,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,13.4,2496,Loop,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,1.5,187,Loop,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,11.6,1305,Point to Point,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
EASY,1.6,177,Out & Back,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,4.1,875,Loop,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,5.8,449,Loop,yes,yes,yes,yes,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,21.7,2680,Loop,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MODERATE,5.2,1138,Out & Back,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
HARD,6.1,2299,Out & Back,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
HARD,4.1,1335,Loop,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
